,Location,Price,Name,Date,Feature0,Feature1,Feature3,Feature2
272,"Đường Lê Hồng Phong, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,6 triệu/tháng- 16 m2",Nhượng phòng trọ gần võ Chí Công,Tin môi giới đăng 2 tuần trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 500.000 đ,
273,"Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng- 22 m2",Cho thuê nhà nhỏ,Tin cá nhân đăng 2 tuần trước,Cho thuê,Diện tích: 22 m²,,Tình trạng nội thất: Nhà trống
274,"Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",800.000 đ/tháng- 3 m2,Phòng nhỏ chỉ ở 1 người (Nam) gần 30/4 Hải Châu,Tin môi giới đăng 2 tuần trước,Cho thuê,Diện tích: 3 m²,Số tiền cọc: 500.000 đ,
275,"khuê mỹ đông 5, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng","2,3 triệu/tháng- 20 m2",Trọ Điều Hoà Nóng Lạnh gần ĐH Kinh Tế - Kiến Trúc,Tin môi giới đăng 2 tuần trước,Cho thuê,Diện tích: 20 m²,,
276,"Kiệt 47, Hoàng Văn Thái, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 20 m2",Cho thuê phòng trọ giá rẻ,Tin cá nhân đăng 2 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,
277,"k88/38, K88/38 Nguyễn Đức Trung, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng- 25 m2",cho thuê phòng trọ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
278,"Đường Trường Chinh, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 20 m2",PHÒNG TRỌ CẨM LỆ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,,
279,"Hoà An10, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 15 m2","Cho thuê phòng trọ tại phường hoà An, Cẩm lễ",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 15 m²,,Tình trạng nội thất: Nội thất đầy đủ
280,"Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng- 15 m2",Cho thuê phòng trọ K189/1 đường Nguyễn Như Hạnh.,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
281,"Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng","4,3 triệu/tháng- 28 m2","Căn Studio 28m2 Đống Đa, Q.Hải Châu khu trung tâm",Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 28 m²,Số tiền cọc: 4.300.000 đ,Tình trạng nội thất: Nội thất đầy đủ
282,"Đường Trường Chinh, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",850.000 đ/tháng- 20 m2,"Cho thuê phòng trọ tổ 18, Hoà Thọ Tây",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 850.000 đ,Tình trạng nội thất: Nhà trống
283,"Đường Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",3 triệu/tháng- 25 m2,Căn Studio 25m2 Kiệt Lê Văn Hiến Ngũ Hành Sơn 3tr,Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 3.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
284,"69, Đường Tùng Thiện Vương, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng","2,5 triệu/tháng- 25 m2",PHÒNG CHO THUÊ GIÁ RẺ TIỆN NGHI NGŨ HÀNH SƠN ĐN,Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
285,"498/23, Kiệt 498 Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng","1,8 triệu/tháng- 25 m2",Cho thuê phòng trọ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 25 m²,,
286,"Trà Lộ, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","2,5 triệu/tháng- 50 m2","Cho thuê nhà đường Trà Lộ, FPT Đà Nẵng",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 50 m²,,Tình trạng nội thất: Nhà trống
287,"22, Nguyễn Trác, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng","1,2 triệu/tháng- 25 m2",CHO THUÊ PHÒNG TRỌ ĐỐI DIỆN CÔNG VIÊN,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
288,"K02/03, Nguyễn Chánh, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng- 25 m2,Phòng tro 25m2 có lối đi riêng biệt .,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
289,"52/5, Đường Trần Quốc Toản, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng",3 triệu/tháng- 40 m2,NHÀ CHO THUÊ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 40 m²,,Tình trạng nội thất: Nhà trống
290,"Lô 23, Đường Hoàng Trung Thông, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","2,5 triệu/tháng- 40 m2",Cho thuê phòng trọ 40m2 đường Hoàng Trung Thông,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 40 m²,,Tình trạng nội thất: Nội thất đầy đủ
291,"Lê Duẩn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng","1,8 triệu/tháng- 18 m2",phòng trọ K424/14/4 Lê Duẩn. q. Thanh Khê. Đà Năng,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 500.000 đ,
292,"Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 15 m2,Cho thuê phòng trọ đường Điện Biên Phủ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 200.000 đ,Tình trạng nội thất: Nhà trống
293,"Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",3 triệu/tháng- 100 m2,Mình cho thuê nhà cấp 4 giá rẻ tại Hoà Quý.,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 100 m²,Số tiền cọc: 500.000 đ,
294,"Bàu Vàng 2, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng- 25 m2,Phòng trọ nhà nghỉ giá rẻ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 25 m²,,
295,"64, Trà Khê 6, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,25 triệu/tháng- 20 m2","thuê nhà trọ,(đối điện cổng sau cao đẳng du lịch)",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 200.000 đ,Tình trạng nội thất: Nhà trống
296,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","3,15 tỷ/tháng- 75 m2","BÁN NHÀ TRỌ 2 TẦNG 6 PHÒNG, LỢI NHUẬN CAO",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 75 m²,,Tình trạng nội thất: Nội thất đầy đủ
297,"Huỳnh Xuân Nhị, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,8 triệu/tháng- 30 m2",CHO THUÊ PHÒNG TRỌ ĐÀ NẴNG,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 1.800.000 đ,Tình trạng nội thất: Nhà trống
298,"Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng- 20 m2","Phòng trọ tttp ngày 10/6 trống, xem phòng ngay",Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nhà trống
299,"Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng","2,3 triệu/tháng- 15 m2",còn 1 phòng full nội thất đường Lê Duẩn,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 15 m²,,Tình trạng nội thất: Nội thất đầy đủ
300,"Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 20 m2,Trọ ngay cầu Trần Thị Lý khu Hòa Cường,Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 2.000.000 đ,Tình trạng nội thất: Nhà trống
301,"dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 20 m2",Trọ không chung chủ cao đẳng thương mại,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nhà trống
302,"Phú Lộc 10, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",7 triệu/tháng- 25 m2,Cho nhà nguyên căn hoặc từng phòng.,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1 đ,Tình trạng nội thất: Nội thất đầy đủ
303,"DUONG SO 3, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",850.000 đ/tháng- 20 m2,"Trọ Cẩm Lệ,phòng rộng giá bình dân",Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1 đ,
304,"Đường 30 Tháng 4, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","6,2 tỷ/tháng- 90 m2","Bán 11 PHÒNG 30 TRIỆU phường Hòa Cường, giá 6,2 tỷ",Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 90 m²,,Tình trạng nội thất: Nội thất đầy đủ
305,"Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng","1,9 triệu/tháng- 25 m2",PHÒNG CHO THUÊ PRO CAO CẤP - TRUNG TÂM TP,Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
306,"189, Trần Kim Xuyến, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,8 triệu/tháng- 20 m2",Phòng trống tại dãy trọ mới xây Hoà Xuân,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.800.000 đ,Tình trạng nội thất: Nhà trống
307,"Nguyễn Như Đãi, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",800.000 đ/tháng- 200 m2,cho thuê trọ nguyễn như đãi gần kcn hoà cầm,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 200 m²,,
308,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","2,7 triệu/tháng- 30 m2","Phòng cho thuê 10 Phú Xuân 7, Hoà Minh, Liên Chiểu",Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 2.700.000 đ,Tình trạng nội thất: Nhà trống
309,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,2 triệu/tháng- 25 m2",Phòng trọ mới. sạch sẽ. thoáng mát,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 25 m²,,
310,"Đường Nguyễn Thái Bình, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng- 30 m2",Phòng trọ full nội thất duy trì giá mùa dịch,Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,
311,"Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng","1,5 triệu/tháng- 13 m2",Cho thuê trọ quận Sơn Trà,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 13 m²,,
312,"312 Bình Kì, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","1,5 triệu/tháng- 45 m2",đường rộng diện tích 45m2 có gác 30m2,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 45 m²,Số tiền cọc: 500.000 đ,
313,"HH, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",3 triệu/tháng- 60 m2,"Phòng trọ diện tích lớn, gần Resort Sheraton",Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 60 m²,,
314,"22 An Tư công chúa, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng- 1.000 m2,Phòng cho thuê Quận Ngũ Hành Sơn 15000m² 3PN,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 1000 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất cao cấp
315,"Chu Văn An, Phường Nam Dương, Quận Hải Châu, Đà Nẵng","1,3 triệu/tháng- 12 m2",Phòng trọ trung tâm Hải Châu Đà Nẵng giá rẻ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 12 m²,Số tiền cọc: 1.000.000 đ,
316,"75/38 Đồng Kè, Đường Đồng Kè, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",600.000 đ/tháng- 15 m2,"Phòng Trọ 15m2 Đường Đồng Kè, TP Đà Nẵng",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 600.000 đ,Tình trạng nội thất: Nhà trống
317,"Trương Định, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",2 triệu/tháng- 20 m2,"Phòng trọ mới gần ngã 4 Trương Định,trần duy chiến",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nhà trống
318,"86, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",250.000 đ/tháng- 40 m2,"Cho thuê phòng"" THIÊN lý""- An Hải Đông Sơn Trà, ĐN",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 40 m²,,Tình trạng nội thất: Nội thất cao cấp
319,"664, Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng","1,65 triệu/tháng- 15 m2",Phòng trọ Đường Trưng Nữ Vương - Nguyễn Hữu Thọ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
320,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,4 triệu/tháng- 20 m2",Cho thuê phòng trọ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.400.000 đ,Tình trạng nội thất: Nhà trống
321,"K243/55, Trường Chinh, Phường An Khê, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 35 m2,Cho thuê phòng trọ giá sinh viên,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 35 m²,Số tiền cọc: 600.000 đ,Tình trạng nội thất: Nhà trống
322,"27 Hoà Mỹ 5, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng- 20 m2",cho thuê phòng trọ VIP,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
323,"Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",40 triệu/tháng- 80 m2,"THUÊ TRỌ, DÃY TRỌ",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 80 m²,,
324,"Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng","2,4 triệu/tháng- 23 m2",Phòng đầy đủ nội thất Duy Tân - Hoàng Diệu,Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 23 m²,,Tình trạng nội thất: Nội thất đầy đủ
325,"Thái thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",800.000 đ/tháng- 15 m2,Phòng Trọ,Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500.000 đ,
326,"Đường Khánh An 8, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,6 triệu/tháng- 30 m2",Cho thuê nhà trọ 2 tầng đổ mê lợp tôn chống nắng.,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
327,"Huỳnh Lý, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 18 m2,"Phòng trọ có điều hòa Huỳnh Lý, gần đường 3/2",Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 18 m²,,Tình trạng nội thất: Nội thất đầy đủ
328,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng","2,2 triệu/tháng- 18 m2",CHO THUÊ PHÒNG TRỌ CÓ CHỖ ĐỂ XE RIÊNG,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 2.200.000 đ,Tình trạng nội thất: Nhà trống
329,"Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",900.000 đ/tháng- 16 m2,Cần người ở ghép,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 400.000 đ,Tình trạng nội thất: Nội thất đầy đủ
330,"Đường Thanh Vinh 4, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",800.000 đ/tháng- 15 m2,Phòng trọ kcn hoà khánh giá rẻ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 800.000 đ,Tình trạng nội thất: Nhà trống
331,"Đường Bình Kỳ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","1,5 triệu/tháng- 20 m2",Phòng trọ mới gần fpt,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.500.000 đ,
332,"Phường Hải Châu I, Quận Hải Châu, Đà Nẵng","2,8 triệu/tháng- 30 m2",Phòng trọ khách sạn Trung tâm quận Hải Châu,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
333,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,1 triệu/tháng- 16 m2","Phòng trọ sau Đh Sư phạm 16m2, có gác lửng",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
334,"Nguyễn Như Đãi, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",1 triệu/tháng- 22 m2,"Phòng trọ 22m2 , K115 Đường Nguyễn Như Đãi,Cẩm Lệ",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 22 m²,Số tiền cọc: 300.000 đ,Tình trạng nội thất: Nhà trống
335,"K123/70/44, Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","1,8 triệu/tháng- 10 m2","CHO THUÊ PHÒNG TRỌ - CÙ CHÍNH LAN, ĐÀ NẴNG",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 10 m²,,Tình trạng nội thất: Nhà trống
336,"160/44, Đường Nguyễn Hoàng, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng","1,8 triệu/tháng- 18 m2",Phòng trọ 18m2 đường Nguyễn Hoàng; quận Thanh Khê,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
337,"654/26, Trung Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 12 m2,Phòng trọ Đà Nẵng,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 12 m²,,
338,"K65/6, Đinh Tiên Hoàng, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng","1,2 triệu/tháng- 11 m2","PHÒNG CHO THUÊ QUẬN HẢI CHÂU, THANH KHÊ",Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 11 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nội thất cao cấp
339,"132, Ba Tháng Hai, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng","1,1 triệu/tháng- 40 m2",Trọ homestay-1.1tr-Điều hoà-Bao điện nước,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 40 m²,Số tiền cọc: 50.000 đ,Tình trạng nội thất: Nội thất đầy đủ
340,"Đường Đinh Tiên Hoàng, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 12 m2",Cho thuê phòng trọ đường Đinh Tiên Hoàng,Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 12 m²,Số tiền cọc: 200.000 đ,Tình trạng nội thất: Nhà trống
341,"Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,999 tỷ/tháng- 102 m2",Dãy trọ 102m2 . Kiệt 5m thông tứ hướng,Tin môi giới đăng 3 tuần trước,Cho thuê,Diện tích: 102 m²,Số tiền cọc: 100.000.000 đ,
342,"37, THIỀU CHỬU, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng- 20 m2,CHO THUÊ PHÒNG TRỌ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 20 m²,,
343,"LỖ GIÁNG 22, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,2 triệu/tháng- 25 m2",Phòng trọ cho thuê quận cẩm lệ,Tin cá nhân đăng 3 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,
